Date,Start,End,Biomass [MWh] Original resolutions,Hydropower [MWh] Original resolutions,Wind offshore [MWh] Original resolutions,Wind onshore [MWh] Original resolutions,Photovoltaics [MWh] Original resolutions,Other renewable [MWh] Original resolutions,Nuclear [MWh] Original resolutions,Lignite [MWh] Original resolutions,Hard coal [MWh] Original resolutions,Fossil gas [MWh] Original resolutions,Hydro pumped storage [MWh] Original resolutions,Other conventional [MWh] Original resolutions
01.07.2020,11:45:00,12:00:00,1127.25,6285,3375,2597.5,5439.75,3575,1318.25,2579.25,61425,2156.75,1645,24175
01.07.2020,12:00:00,12:15:00,1111.5,62825,32575,2555.75,5538.25,3575,1318.5,2563.25,610,2150.5,2085,242
01.07.2020,12:15:00,12:30:00,1109,62525,29875,2594,5601.75,3575,1318,2549.25,53125,2149.5,16625,24225
01.07.2020,12:30:00,12:45:00,1110.25,62875,31275,2720,5694.25,3575,1316.25,2550.5,53675,2156,13225,24525
01.07.2020,12:45:00,13:00:00,1104.75,61125,3235,2803.75,5676.25,3575,1315.5,2555,5405,2144,745,245
01.07.2020,13:00:00,13:15:00,1099,609,3385,2824.25,5671.5,3575,1316,2570.75,5565,2149.75,16275,24425
01.07.2020,13:15:00,13:30:00,1101,615,38075,2836.25,5679.75,3575,1317.75,2543,562,2146.25,1345,245
01.07.2020,13:30:00,13:45:00,1099,61275,38975,2912.25,5716,3575,1318.25,2543,5585,2119.75,1425,24525
01.07.2020,13:45:00,14:00:00,1093,632,401,2944.25,5700.75,355,1318,2550.25,55775,2066.5,9825,245
01.07.2020,14:00:00,14:15:00,1090.25,608,412,2947.5,5644.25,355,1318,2475,55375,2081.75,7725,24525
01.07.2020,14:15:00,14:30:00,1091,626,39575,2948.5,5631,355,1318.25,2428.75,555,2057.25,100,2455
01.07.2020,14:30:00,14:45:00,1090.75,6345,39475,3008,5542,355,1318.75,2446.75,56475,2052.75,7125,246
01.07.2020,14:45:00,15:00:00,1091,61325,3905,3044,5416,355,1318,2506.75,57175,2072,3975,24575
01.07.2020,15:00:00,15:15:00,1092,65075,39725,3082.5,5238.25,355,1318.5,2548.75,57775,2090,10625,2475
01.07.2020,15:15:00,15:30:00,1095,648,39825,3088,5113.5,355,1318.5,2548.5,57425,2094.5,152,2465
01.07.2020,15:30:00,15:45:00,1094,608,404,3090.25,4940,355,1317.75,2552,573,2106.25,166,2495
01.07.2020,15:45:00,16:00:00,1094,62575,38025,3080.75,4793.75,355,1317.75,2562.5,57275,2107,169,247
01.07.2020,16:00:00,16:15:00,1100.25,59625,3645,3160.25,4584.5,355,1317,2533.75,575,2103,108,24575
01.07.2020,16:15:00,16:30:00,1104.75,574,3755,3167.5,4374.25,355,1313.5,2538,573,2104.5,935,24575
01.07.2020,16:30:00,16:45:00,1106.25,604,40875,3263.25,4162.75,355,1313,2546.25,57575,2125,12375,24575
01.07.2020,16:45:00,17:00:00,1108.75,61325,40775,3289.25,3897.5,3575,1313.25,2562.75,57675,2118.5,1395,24575
01.07.2020,17:00:00,17:15:00,1114.5,56775,4055,3357.75,3636.25,3575,1313,2531.75,57325,2121.75,1725,2455
01.07.2020,17:15:00,17:30:00,1114.75,6125,39325,3380.75,3377,36,1312.75,2558.25,572,2125.25,17,245
01.07.2020,17:30:00,17:45:00,1115,63075,39625,3328.75,3060.75,36,1312.25,2555,56725,2171,1245,2455
01.07.2020,17:45:00,18:00:00,1119.25,625,39875,3304.5,2787.25,3625,1313.5,2556,5585,2196.25,18725,24075
01.07.2020,18:00:00,18:15:00,1130.5,57225,41475,3349.75,2448.75,3625,1311.75,2563,458,2227,92,2405
01.07.2020,18:15:00,18:30:00,1136,5935,448,3249.25,2108,3625,1312.5,2563.5,46525,2222.75,10075,24125
01.07.2020,18:30:00,18:45:00,1140,64225,431,3269.5,1832.75,3625,1311.25,2567.5,4715,2221,28625,2415
01.07.2020,18:45:00,19:00:00,1136.5,640,429,3276.75,1538,3625,1312,2572.25,45925,2213.75,386,2415
01.07.2020,19:00:00,19:15:00,1146.5,559,430,3247,1299,3625,1310.75,2566.75,4375,2224.25,18975,24025
01.07.2020,19:15:00,19:30:00,1148.25,6005,45975,3224.25,1066.25,3625,1312.25,2581,43625,2217.75,222,24075
01.07.2020,19:30:00,19:45:00,1147.5,636,5155,3186.25,852.25,3625,1313,2596,437,2224.25,27425,24125
01.07.2020,19:45:00,20:00:00,1146.75,62375,54825,3161.75,672.5,3625,1312.75,2595.25,434,2226.75,3265,241
01.07.2020,20:00:00,20:15:00,1146,612,5685,3146,522.25,3625,1311.5,2540.25,42525,2233.75,21925,24175
01.07.2020,20:15:00,20:30:00,1147.25,60175,56025,3067.25,385.25,3625,1311.5,2499.5,4215,2231,2015,2415
01.07.2020,20:30:00,20:45:00,1147,602,56575,2979.75,263.5,3625,1315,2489.75,4225,2231.75,19675,24225
01.07.2020,20:45:00,21:00:00,1148,604,54275,2854.5,160.25,3625,1316,2496,42475,2219.5,20075,2415
01.07.2020,21:00:00,21:15:00,1141.5,6035,57775,2794.25,80.25,3625,1316.25,2560,425,2215.25,23275,242
01.07.2020,21:15:00,21:30:00,1141.5,601,600,2792.75,30.5,3625,1317.75,2565.25,40925,2198.5,26275,24175
01.07.2020,21:30:00,21:45:00,1140.25,5975,5755,2806.5,6.25,3625,1318.5,2581.25,4005,2165.5,26075,2425
01.07.2020,21:45:00,22:00:00,1139,59475,5595,2764.75,1,3625,1317,2584.25,394,2129.25,17075,24225
01.07.2020,22:00:00,22:15:00,1130.75,62175,52775,2722.75,0.25,3625,1317.25,2613.25,3835,2092,528,24225
01.07.2020,22:15:00,22:30:00,1125,616,49875,2705.5,0,365,1320.25,2589.5,373,2086,4635,2405
01.07.2020,22:30:00,22:45:00,1125.75,611,470,2688.25,0,365,1321.5,2605.5,37375,2088.75,48475,2415
01.07.2020,22:45:00,23:00:00,1125,60975,46675,2694.5,0,365,1321.25,2580.25,37325,2088.75,320,2415
01.07.2020,23:00:00,23:15:00,1113.75,6195,5085,2695.25,0,365,1322.5,2614.75,37325,2081.75,255,2415
01.07.2020,23:15:00,23:30:00,1109.75,61675,499,2675,0,365,1321.75,2594.75,3645,2079.75,21575,242
01.07.2020,23:30:00,23:45:00,1109.25,6165,471,2689,0,365,1321.5,2565.5,359,2055.5,197,24175
01.07.2020,23:45:00,00:00:00,1110.5,59025,4955,2666.25,0,365,1320.75,2516.75,3555,2025,7825,242
02.07.2020,00:00:00,00:15:00,1095.25,61475,4675,2675.25,0,365,1322.25,2527.5,35975,2088.25,30325,24675
02.07.2020,00:15:00,00:30:00,1092.5,59675,43375,2646.75,0,365,1322.5,2528.5,365,2094.25,211,24625
02.07.2020,00:30:00,00:45:00,1093.25,59025,433,2619,0,365,1321.5,2530.75,366,2090.25,16525,247
02.07.2020,00:45:00,01:00:00,1091.75,58825,43125,2566,0,365,1321.5,2525.5,36725,2081.75,16825,247
02.07.2020,01:00:00,01:15:00,1089.25,608,42325,2534.5,0,365,1322.75,2537.25,3655,2070,53525,24675
02.07.2020,01:15:00,01:30:00,1088,577,40175,2565,0,365,1322.5,2533.25,365,2062.25,499,24425
02.07.2020,01:30:00,01:45:00,1088.25,5565,4375,2462.5,0,365,1322.25,2506.5,36525,2061.5,46975,24375
02.07.2020,01:45:00,02:00:00,1087.25,5495,4495,2386.75,0,365,1321.75,2486.5,3635,2048.5,47825,24425
02.07.2020,02:00:00,02:15:00,1084.75,57425,44625,2332.5,0,365,1321.75,2491.75,35875,2047.75,51775,24425
02.07.2020,02:15:00,02:30:00,1085.75,58375,43925,2264.75,0,365,1322.5,2493.25,3575,2048.75,516,24425
02.07.2020,02:30:00,02:45:00,1086.25,57725,447,2214.25,0,365,1323,2494,361,2050.75,522,2435
02.07.2020,02:45:00,03:00:00,1088.5,561,46225,2176.75,0,365,1323.25,2487.5,36525,2050,516,244
02.07.2020,03:00:00,03:15:00,1088.75,5685,47375,2123,0,365,1323.25,2496.25,364,2054.25,4915,244
02.07.2020,03:15:00,03:30:00,1089,55925,4665,2151,0,365,1323,2495.25,364,2049.75,46975,244
02.07.2020,03:30:00,03:45:00,1087.5,55625,45425,2155.75,0,365,1323.5,2502.25,36325,2052.75,47275,24325
02.07.2020,03:45:00,04:00:00,1088.5,5445,44775,2185,0,365,1323.75,2504,36125,2051.25,4415,24325
02.07.2020,04:00:00,04:15:00,1091,545,456,2170,0,365,1323.5,2499.25,358,2055.5,50375,24325
02.07.2020,04:15:00,04:30:00,1091.75,544,4395,2186,0,365,1323.5,2518.25,361,2052.75,49625,24275
02.07.2020,04:30:00,04:45:00,1093.25,54475,421,2113.5,0.25,365,1323.5,2542,36525,2058.5,48975,24325
02.07.2020,04:45:00,05:00:00,1094.5,5525,397,2016.75,1.5,365,1324,2560.25,36625,2066.75,520,243
02.07.2020,05:00:00,05:15:00,1098.75,53925,379,1978.25,9.5,365,1323.75,2558.75,3635,2036.25,4985,24275
02.07.2020,05:15:00,05:30:00,1098,54325,37925,1971,28.5,365,1324.25,2557.5,3775,2014.5,47975,2435
02.07.2020,05:30:00,05:45:00,1098.5,565,37775,1914,67,365,1324.5,2565.75,408,2039.25,505,2435
02.07.2020,05:45:00,06:00:00,1098.5,63375,37225,1851,133.75,365,1324.75,2556.75,43875,2084,55925,24325
02.07.2020,06:00:00,06:15:00,1112,59125,365,1787,230,365,1324.5,2552.75,49575,2108.25,15225,243
02.07.2020,06:15:00,06:30:00,1117.75,63525,345,1723.25,351.5,365,1326.25,2551.75,528,2144,8125,24325
02.07.2020,06:30:00,06:45:00,1123,64175,344,1611.25,495.5,365,1326.25,2547,56525,2221.75,170,24325
02.07.2020,06:45:00,07:00:00,1128.5,6465,3325,1485,654.25,365,1326.25,2548.5,581,2280.75,204,244
02.07.2020,07:00:00,07:15:00,1141,6235,3005,1405.75,840.25,365,1326,2544.5,590,2308,2915,242
02.07.2020,07:15:00,07:30:00,1150.25,64025,273,1322.25,1048.25,365,1326.25,2560,598,2317.25,50225,2415
02.07.2020,07:30:00,07:45:00,1150,6415,26275,1271.75,1258.25,365,1326.5,2573.5,6065,2321.25,51525,2425
02.07.2020,07:45:00,08:00:00,1150.25,6305,24675,1251.75,1527.75,365,1326.25,2577,60875,2320.25,57925,2425
02.07.2020,08:00:00,08:15:00,1153.75,6275,22225,1221.75,1809.75,365,1326,2581.5,605,2310.5,63225,241
02.07.2020,08:15:00,08:30:00,1155,62675,2095,1204,2092.75,3675,1326,2581,605,2313.25,59375,24225
02.07.2020,08:30:00,08:45:00,1155.25,63225,18975,1198.25,2378.5,37,1326.25,2575.5,606,2318,55875,24275
02.07.2020,08:45:00,09:00:00,1157.25,62825,18175,1226.75,2685.75,3775,1325.5,2566.5,6055,2322.5,52475,2445
02.07.2020,09:00:00,09:15:00,1154.25,6235,16025,1276.75,2903.25,385,1325.75,2564.75,602,2318.25,48425,2465
02.07.2020,09:15:00,09:30:00,1153.5,62225,12275,1330.25,3153.75,385,1325.75,2549.5,6035,2319.75,477,24675
02.07.2020,09:30:00,09:45:00,1150.5,615,10325,1350.5,3385.25,385,1326,2549.75,601,2317,41325,247
02.07.2020,09:45:00,10:00:00,1147.25,60225,9775,1377.5,3555.25,39,1326.25,2546.75,63125,2319,24525,2485
02.07.2020,10:00:00,10:15:00,1139.5,62325,935,1400.75,3773,395,1326,2550,64125,2323,4385,24975
02.07.2020,10:15:00,10:30:00,1136,6255,945,1417.5,3981.5,395,1325.25,2545.75,6415,2323,2595,24975
02.07.2020,10:30:00,10:45:00,1136.5,631,8975,1429,4145,395,1324.75,2547.5,65075,2320.75,271,24925
02.07.2020,10:45:00,11:00:00,1137,62925,7725,1433,4277,395,1324.25,2555.75,65875,2325.25,3175,24975
02.07.2020,11:00:00,11:15:00,1129.75,6435,81,1467.5,4419,395,1325.75,2563.75,66325,2318.25,46025,24875
02.07.2020,11:15:00,11:30:00,1124.75,64875,795,1487.75,4553.75,395,1325.75,2564.25,68675,2308,4145,24875
02.07.2020,11:30:00,11:45:00,1115.5,6345,8875,1540.5,4660.75,3925,1325.25,2568,66225,2339.75,397,24875
02.07.2020,11:45:00,12:00:00,1112,645,835,1514,4770.25,3925,1325,2560.25,70475,2356.5,3195,249
02.07.2020,12:00:00,12:15:00,1088.75,64625,815,1529.75,4875,3925,1324.75,2560.75,740,2355,568,24975
02.07.2020,12:15:00,12:30:00,1084,6365,81,1554.5,4981.75,3925,1324,2555.25,75875,2370.75,39025,24975
02.07.2020,12:30:00,12:45:00,1086.25,62675,885,1568,5007.75,3925,1323.5,2553.5,721,2371.75,22425,24975
02.07.2020,12:45:00,13:00:00,1086,5795,97,1580.75,5049,3925,1323.25,2562.25,780,2364.75,1635,24975
02.07.2020,13:00:00,13:15:00,1078,62725,86,1618.5,5074.5,3925,1322,2571.25,785,2356.25,570,2485
02.07.2020,13:15:00,13:30:00,1078,6295,845,1678,5077,3925,1321.25,2575.25,78075,2357,47825,24825
02.07.2020,13:30:00,13:45:00,1077.75,59875,85,1718.5,4930.5,3925,1321.5,2569,76575,2367.75,371,2485
02.07.2020,13:45:00,14:00:00,1080,562,715,1694,4959.25,3925,1322.75,2564.5,724,2354.75,33725,2485
02.07.2020,14:00:00,14:15:00,1077.75,6125,6775,1727.5,4907.25,3925,1324.75,2562.25,77975,2344.25,34825,24825
02.07.2020,14:15:00,14:30:00,1078.25,61725,72,1710.75,4837.75,3925,1324.75,2552.25,7685,2368.75,31925,24825
02.07.2020,14:30:00,14:45:00,1078,6115,9225,1742.25,4745.25,3925,1324.5,2547.75,77825,2402.25,316,2485
02.07.2020,14:45:00,15:00:00,1077.5,61225,8125,1757.75,4620,3925,1324.5,2533.75,77925,2406.75,30325,24825
02.07.2020,15:00:00,15:15:00,1079.5,6085,775,1813,4609.25,3925,1325.25,2518.25,7705,2404.75,3395,24925
02.07.2020,15:15:00,15:30:00,1080.5,61125,87,1732.75,4518,3925,1324.75,2500.25,78375,2399,344,24925
02.07.2020,15:30:00,15:45:00,1078.5,612,7475,1721,4388.5,395,1324.25,2509.5,8005,2407.75,34525,24925
02.07.2020,15:45:00,16:00:00,1079.25,61875,6325,1736,4291.5,42,1323.75,2510.25,80375,2427.75,3315,254
02.07.2020,16:00:00,16:15:00,1085,618,7175,1702,4187.25,425,1323.75,2510.25,787,2431.25,10975,25575
02.07.2020,16:15:00,16:30:00,1089.75,61575,7775,1660.75,4057,425,1325,2524.75,783,2429.75,95,256
02.07.2020,16:30:00,16:45:00,1086.75,61675,84,1685.25,3846.25,425,1325.75,2518.25,786,2434.75,10475,25625
02.07.2020,16:45:00,17:00:00,1090,6065,8375,1678.5,3581.75,425,1325.5,2519.75,78575,2431.25,138,25625
02.07.2020,17:00:00,17:15:00,1094.25,59875,81,1612.5,3352.5,4275,1326,2519.75,77525,2400.75,10425,2565
02.07.2020,17:15:00,17:30:00,1095.75,631,7175,1614.25,3063.5,4275,1325.75,2527,76975,2394.75,18825,25625
02.07.2020,17:30:00,17:45:00,1098.75,62875,6225,1617.25,2743,4275,1325.75,2537.5,77425,2428,17075,25625
02.07.2020,17:45:00,18:00:00,1100.5,63925,505,1560.25,2428,43,1326.25,2552.25,7845,2452.5,298,25625
02.07.2020,18:00:00,18:15:00,1110.75,58625,505,1527.75,2163,43,1325.5,2547.75,7215,2468.25,253,256
02.07.2020,18:15:00,18:30:00,1112.5,62125,46,1496.25,1893.25,43,1325.75,2555,7435,2471,3015,256
02.07.2020,18:30:00,18:45:00,1113.5,62925,5025,1546.75,1624.75,43,1326,2554.75,745,2471.25,4335,256
02.07.2020,18:45:00,19:00:00,1115.75,6635,4475,1561.25,1380.5,43,1325.75,2565.25,74675,2448.5,59475,25675
02.07.2020,19:00:00,19:15:00,1121,6375,50,1543.25,1141,43,1325.75,2551.75,72325,2434,52175,256
02.07.2020,19:15:00,19:30:00,1121.75,64225,385,1588.25,924.5,43,1325.5,2557.75,73125,2425.5,5855,25575
02.07.2020,19:30:00,19:45:00,1122.5,64675,3375,1480.25,730.5,43,1325,2572,74375,2418.75,74625,2565
02.07.2020,19:45:00,20:00:00,1123,64225,35,1378.25,572.75,43,1325.25,2571.25,751,2419.5,804,25475
02.07.2020,20:00:00,20:15:00,1123.25,634,295,1348,433.25,43,1325.5,2567.25,7315,2410.25,59375,2575
02.07.2020,20:15:00,20:30:00,1127,6365,26,1316.5,311.5,43,1326.25,2565,7225,2396,55475,25725
02.07.2020,20:30:00,20:45:00,1128,63275,2275,1302,210.5,43,1327.75,2560.75,71475,2398.75,508,2565
02.07.2020,20:45:00,21:00:00,1128,62325,1975,1316,125,43,1327.5,2565.25,70525,2393.75,3875,25725
02.07.2020,21:00:00,21:15:00,1123,618,1775,1363,60,43,1328,2577.75,74325,2363.75,305,2565
02.07.2020,21:15:00,21:30:00,1152.75,60575,1525,1429.25,21.25,43,1328.75,2571.75,74375,2335.75,21775,25775
02.07.2020,21:30:00,21:45:00,1152.25,60925,125,1467.5,6.5,43,1329,2565.75,729,2316.25,144,258
02.07.2020,21:45:00,22:00:00,1151,62025,825,1421,1.25,43,1328.5,2552.75,7175,2271.25,8975,25775
02.07.2020,22:00:00,22:15:00,1141.75,62075,85,1290.25,0.25,43,1329.75,2558.5,718,2229,3645,25875
02.07.2020,22:15:00,22:30:00,1135.25,61875,875,1284.75,0,43,1329.25,2564,712,2223.75,31575,25875
02.07.2020,22:30:00,22:45:00,1134.75,62975,105,1253.5,0,43,1331,2564,69275,2226.5,24975,25875
02.07.2020,22:45:00,23:00:00,1133.25,621,1125,1249.75,0,43,1330,2556,666,2231.5,8375,25825
02.07.2020,23:00:00,23:15:00,1124.25,635,12,1330.5,0,43,1331,2560.25,63825,2232,3425,25875
02.07.2020,23:15:00,23:30:00,1120.25,59675,155,1382.75,0,43,1330,2545,5825,2232.5,2195,25875
02.07.2020,23:30:00,23:45:00,1119.25,61575,205,1366.75,0,43,1329.5,2543,5265,2240.75,12575,25875
02.07.2020,23:45:00,00:00:00,1118.25,60925,275,1400.75,0,4225,1329.5,2541.75,479,2230,8375,25625
03.07.2020,00:00:00,00:15:00,1107.25,638,3625,1432.5,0,375,1329.75,2553.25,4615,2300.5,1395,261
03.07.2020,00:15:00,00:30:00,1106,62625,2675,1432,0,365,1330,2548.75,46025,2275.5,139,2595
03.07.2020,00:30:00,00:45:00,1107,61075,1375,1431.25,0,365,1329.25,2540.75,461,2266,11375,2595
03.07.2020,00:45:00,01:00:00,1104.25,5965,925,1435.5,0,365,1330.25,2539,3995,2272.25,835,2585
03.07.2020,01:00:00,01:15:00,1102,6325,825,1448.25,0,3675,1329,2552.25,35925,2239.75,34125,25825
03.07.2020,01:15:00,01:30:00,1102.5,61625,925,1463,0,3675,1328.75,2538,35575,2235.75,2725,2585
03.07.2020,01:30:00,01:45:00,1101.75,59725,105,1492.25,0,3675,1328.5,2513,36125,2231.75,26625,25725
03.07.2020,01:45:00,02:00:00,1101.75,58575,13,1526.75,0,3675,1328.75,2480,35875,2227.5,2945,25825
03.07.2020,02:00:00,02:15:00,1103.25,604,115,1587,0,3675,1329,2449.5,351,2222.75,4465,2605
03.07.2020,02:15:00,02:30:00,1105.25,5895,11,1632,0,3675,1328.75,2429.25,3505,2225.75,43625,261
03.07.2020,02:30:00,02:45:00,1103.75,588,1025,1641,0,3675,1329.5,2430.5,352,2230,43725,261
03.07.2020,02:45:00,03:00:00,1105,59225,145,1668.5,0,3675,1330,2425.25,35725,2224.75,43675,261
03.07.2020,03:00:00,03:15:00,1105.25,5825,1175,1696.5,0,3675,1330.75,2432,35575,2228.5,4715,25975
03.07.2020,03:15:00,03:30:00,1105.25,55325,1075,1699.75,0,3675,1330.25,2426.5,35625,2232.75,46825,26075
03.07.2020,03:30:00,03:45:00,1104.25,56425,9,1759,0,3675,1330.25,2430.5,3565,2217.25,466,261
03.07.2020,03:45:00,04:00:00,1103.25,57775,825,1770,0,3675,1330.5,2403,3545,2175.25,46775,2595
03.07.2020,04:00:00,04:15:00,1104.75,587,1125,1785.75,0,3675,1331.75,2325,35625,2168.25,47625,2605
03.07.2020,04:15:00,04:30:00,1105.25,59075,115,1800.25,0,3675,1333,2294.75,35575,2172.25,4735,26075
03.07.2020,04:30:00,04:45:00,1105.25,609,65,1770.75,0.25,3675,1332.75,2309,3565,2188,4755,262
03.07.2020,04:45:00,05:00:00,1106,597,825,1763,1.25,3675,1332.75,2311.5,35525,2232.25,4985,26075
03.07.2020,05:00:00,05:15:00,1111,55575,155,1717.25,8.75,3675,1332.75,2290.75,3555,2242.25,31975,262
03.07.2020,05:15:00,05:30:00,1110.75,549,285,1699,25,3675,1333,2335.5,35425,2241.5,306,26175
03.07.2020,05:30:00,05:45:00,1113,55175,3575,1671.25,56.25,3675,1333.25,2405.75,35425,2255.5,30725,26175
03.07.2020,05:45:00,06:00:00,1115.5,5695,3075,1645,120.25,3675,1333,2427.5,3595,2266.75,326,262
03.07.2020,06:00:00,06:15:00,1130.5,56325,3075,1603.25,217,3675,1333.25,2429.75,3915,2216.5,205,2615
03.07.2020,06:15:00,06:30:00,1137.5,5615,255,1540.25,339.25,3675,1332.75,2456.75,40475,2252.5,4425,2605
03.07.2020,06:30:00,06:45:00,1142,591,19,1504.25,497.25,3675,1333.25,2479.25,4515,2275.75,126,26175
03.07.2020,06:45:00,07:00:00,1147.75,589,205,1397.75,688.75,3675,1332.75,2514.25,47075,2307.75,218,26175
03.07.2020,07:00:00,07:15:00,1160.25,56225,245,1264,920.5,3675,1331.75,2537.75,50725,2321.75,35625,2595
03.07.2020,07:15:00,07:30:00,1166,582,2825,1164.25,1190.5,3675,1331.75,2554,51575,2355.5,34825,2595
