Date,Start,End,Biomass [MWh] Original resolutions,Hydropower [MWh] Original resolutions,Wind offshore [MWh] Original resolutions,Wind onshore [MWh] Original resolutions,Photovoltaics [MWh] Original resolutions,Other renewable [MWh] Original resolutions,Nuclear [MWh] Original resolutions,Lignite [MWh] Original resolutions,Hard coal [MWh] Original resolutions,Fossil gas [MWh] Original resolutions,Hydro pumped storage [MWh] Original resolutions,Other conventional [MWh] Original resolutions
01.07.2022,04:00:00,04:15:00,1006,462,690,2620.75,0,2775,997.5,3540,,1120.25,2,275
01.07.2022,04:15:00,04:30:00,1008.75,501,67575,2537.25,0,2775,998,3536.25,,1122.5,145,2745
01.07.2022,04:30:00,04:45:00,1010.25,46825,76425,2532.25,0.75,2775,999,3537.25,,1132.25,15,2745
01.07.2022,04:45:00,05:00:00,1011,46425,79675,2597,2.5,28,999,3531.25,2,1149.75,75,275
01.07.2022,05:00:00,05:15:00,1018.75,48575,80425,2696.25,15.25,28,999.25,3526.75,2,1175,1775,27525
01.07.2022,05:15:00,05:30:00,1022.5,47325,82725,2780,39.75,28,999.25,3535.25,,1197,825,27525
01.07.2022,05:30:00,05:45:00,1024,47125,8485,2769,74,28,1000,3527,,1247,5,27525
01.07.2022,05:45:00,06:00:00,1026.75,47825,850,2825.5,126.75,28,999.75,3507.5,,1350.75,25,27575
01.07.2022,06:00:00,06:15:00,1057.25,487,89525,2779.75,201.75,28,999.5,3524,,1629,25,276
01.07.2022,06:15:00,06:30:00,1069.75,4705,88925,2782.75,294.25,28,1000,3519.25,,1835,1,275
01.07.2022,06:30:00,06:45:00,1075.25,4805,89925,2750.75,403.5,28,1000,3535.5,,1858.75,35,27525
01.07.2022,06:45:00,07:00:00,1080.25,505,94025,2731.75,521.75,28,1000,3551.75,,1886.5,107,27275
01.07.2022,07:00:00,07:15:00,1096.25,498,87825,2601,654.75,28,1000.5,3542,,1917.75,174,26675
01.07.2022,07:15:00,07:30:00,1104.5,5205,86325,2644,800.5,28,1000.5,3550.75,2,1890,35775,26675
01.07.2022,07:30:00,07:45:00,1111.25,5255,873,2580.75,931.25,28,1000.75,3545.5,,1882,41975,26675
01.07.2022,07:45:00,08:00:00,1120,535,85225,2528.75,1106.5,28,1000.25,3525.75,,1907.5,5215,270
01.07.2022,08:00:00,08:15:00,1126,543,807,2506,1267.5,28,1000.5,3462,,1940.5,6905,27325
01.07.2022,08:15:00,08:30:00,1129,506,7735,2398.75,1436.75,28,1000.25,3447.25,2,1929.75,71175,27375
01.07.2022,08:30:00,08:45:00,1130,49675,83375,2359,1577,28,1000.25,3447.5,2,1930.5,6705,274
01.07.2022,08:45:00,09:00:00,1132,50725,81225,2313,1699,2775,1000.75,3447.5,,1939,58275,274
01.07.2022,09:00:00,09:15:00,1130.25,5785,7665,2275.25,1800,2775,1001,3421.25,,1937.75,78575,27425
01.07.2022,09:15:00,09:30:00,1123.75,57075,72825,2213.25,1890.25,2775,1001.25,3394,,1947,742,27475
01.07.2022,09:30:00,09:45:00,1122,522,67475,2129.25,2021.75,28,1001,3356.25,,1974,86675,2745
01.07.2022,09:45:00,10:00:00,1118.25,5105,631,2044.75,2119.25,2775,1001.25,3356.75,,1977,83375,2745
01.07.2022,10:00:00,10:15:00,1101.25,54675,62025,1989.25,2309.5,2775,1001.25,3319.5,,1963.25,73525,275
01.07.2022,10:15:00,10:30:00,1100.75,52975,62175,2011.5,2453.75,28,1001.5,3311.75,,1964.5,663,274
01.07.2022,10:30:00,10:45:00,1094.5,53025,60875,2024.5,2549.5,28,1001.5,3312,,1964.25,630,274
01.07.2022,10:45:00,11:00:00,1092.25,53175,586,2049.75,2637,2825,1001.25,3311.25,,1962,54275,2735
01.07.2022,11:00:00,11:15:00,1084.25,5625,5725,2091,2709.75,2825,1001.75,3310,2,1937,62725,27275
01.07.2022,11:15:00,11:30:00,1082.5,54675,613,2176,2811.75,285,1002.5,3307.25,,1920,5115,27125
01.07.2022,11:30:00,11:45:00,1082.25,53825,5835,2236.75,2869,285,1002,3308,,1917,41125,27125
01.07.2022,11:45:00,12:00:00,1075.5,53825,54625,2254.75,2964.5,285,1002,3307.5,,1916,2965,2715
01.07.2022,12:00:00,12:15:00,1052.5,49875,58825,2292,3064.5,285,1001.25,3312.75,,1873.5,4355,271
01.07.2022,12:15:00,12:30:00,1051.75,47525,65725,2384.25,3123.25,285,1001,3297.75,,1824.5,3735,27125
01.07.2022,12:30:00,12:45:00,1054,503,69725,2406,3204.5,285,1001.75,3299.5,,1771.75,22125,27125
01.07.2022,12:45:00,13:00:00,1053,49375,68225,2461.75,3247.75,285,1001.5,3306.75,,1731.25,1175,273
01.07.2022,13:00:00,13:15:00,1047.5,49275,71425,2550.25,3291.75,285,1001.5,3313.25,,1647.25,26375,2725
01.07.2022,13:15:00,13:30:00,1047,49725,717,2537.5,3290,285,1002.25,3339,,1591.5,16425,27325
01.07.2022,13:30:00,13:45:00,1045.25,479,69725,2562.25,3317.75,285,1002.5,3329.25,2,1559.5,275,27875
01.07.2022,13:45:00,14:00:00,1043.75,48975,69825,2719,3409,285,999,3294.25,,1509.5,825,28275
01.07.2022,14:00:00,14:15:00,1043.25,51075,65275,2776.75,3466,285,997.75,3261.25,,1445,151,282
01.07.2022,14:15:00,14:30:00,1040.25,503,64775,2764.75,3443.75,285,999,3298,,1341.75,9275,2815
01.07.2022,14:30:00,14:45:00,1041.75,49425,652,2731.5,3417.25,285,1000.75,3318.25,,1316.5,215,28125
01.07.2022,14:45:00,15:00:00,1042.5,4825,5985,2716,3498,285,1001,3334.5,2,1323.5,12,2815
01.07.2022,15:00:00,15:15:00,1045.75,50175,59975,2656.5,3509.75,285,1000.75,3335.75,,1294.25,1775,2805
01.07.2022,15:15:00,15:30:00,1047.5,495,601,2570.5,3434.5,285,1000,3345.25,2,1398.25,165,281
01.07.2022,15:30:00,15:45:00,1049.25,489,61375,2531,3445.5,285,1000,3343.25,,1384,2275,28075
01.07.2022,15:45:00,16:00:00,1051.25,48075,58525,2525.5,3495.25,285,999.5,3353.75,2,1377.25,2425,28025
01.07.2022,16:00:00,16:15:00,1058,5195,58175,2444,3483,285,1000,3393.25,,1194.25,2625,280
01.07.2022,16:15:00,16:30:00,1062.75,53075,57975,2383.75,3429.5,285,999,3413.5,,1203.5,245,28075
01.07.2022,16:30:00,16:45:00,1056.25,51975,7045,2339.75,3378.25,285,1000,3424,,1199,125,27525
01.07.2022,16:45:00,17:00:00,1058,527,7235,2256.75,3197.25,285,1000.25,3433.25,2,1226.5,20,2715
01.07.2022,17:00:00,17:15:00,1088.75,5005,71325,2179.5,3050,285,1000.5,3440.5,,1291.25,3625,27125
01.07.2022,17:15:00,17:30:00,1096,5085,7015,2100.25,2943.75,285,1000.25,3438,,1413.25,6575,27225
01.07.2022,17:30:00,17:45:00,1102.75,5475,73275,2027.75,2800,285,999.75,3420.25,2,1454.75,355,273
01.07.2022,17:45:00,18:00:00,1107,55825,69325,2024.25,2620,285,999.75,3428,2,1515.5,87,27325
01.07.2022,18:00:00,18:15:00,1120.25,48625,68925,1955.5,2450.5,285,997.75,3398.25,,1590.25,110,2715
01.07.2022,18:15:00,18:30:00,1126.75,54975,6835,1944.25,2252.25,285,998.5,3411.25,,1679,6175,27325
01.07.2022,18:30:00,18:45:00,1130.75,50975,70525,1840,2028.75,285,997.5,3392,,1750,2775,2735
01.07.2022,18:45:00,19:00:00,1143,5285,7645,1713.25,1794.5,285,998.75,3396.75,,1765.75,391,27225
01.07.2022,19:00:00,19:15:00,1149.75,4735,822,1698,1542,285,997,3386,,1851,26075,27225
01.07.2022,19:15:00,19:30:00,1154.5,4725,83875,1613.5,1280.5,285,998.75,3411.5,,1894,35325,273
01.07.2022,19:30:00,19:45:00,1153.5,50675,87775,1509.25,1030.5,285,998.25,3450.25,,1895,57675,27325
01.07.2022,19:45:00,20:00:00,1155.25,507,9455,1354.25,808.75,285,1001,3429.75,,1898.75,71625,27275
01.07.2022,20:00:00,20:15:00,1153.75,47425,96175,1312.5,609,285,999,3408.25,,1874.5,65725,2735
01.07.2022,20:15:00,20:30:00,1153,466,97775,1241.5,438.5,285,1000.75,3437,,1867,762,27275
01.07.2022,20:30:00,20:45:00,1147,474,98325,1196.25,294.75,285,1000.75,3430.75,,1853.5,8395,27275
01.07.2022,20:45:00,21:00:00,1140.75,4735,99625,1146.75,174.75,285,1000.25,3404.25,2,1864.25,86325,273
01.07.2022,21:00:00,21:15:00,1132.25,46875,1,1097.5,87.5,285,998.25,3373,,1805.5,71425,27375
01.07.2022,21:15:00,21:30:00,1129.75,46775,,1043,31.5,285,1000.5,3362.75,,1807.75,56075,2745
01.07.2022,21:30:00,21:45:00,1129.25,4675,1,967.25,8.25,285,1000.5,3364.5,,1781,49975,2745
01.07.2022,21:45:00,22:00:00,1127,4635,,806.5,1.5,2875,1001,3331.5,,1798.25,49725,27425
01.07.2022,22:00:00,22:15:00,1112.75,493,1,759,0.25,2875,1001.25,3300.75,2,1819,92825,27325
01.07.2022,22:15:00,22:30:00,1107.5,470,,798.25,0,2875,1001,3302.5,,1811.25,7625,273
01.07.2022,22:30:00,22:45:00,1107.5,469,99275,863.5,0,2875,1001.75,3293,2,1776.25,63475,27275
01.07.2022,22:45:00,23:00:00,1105.75,455,976,911.75,0,2875,1002.5,3255.25,,1590.5,58075,27125
01.07.2022,23:00:00,23:15:00,1090,449,,965.25,0,2875,1002.5,3220.75,,1338.5,65325,27175
01.07.2022,23:15:00,23:30:00,1085.75,460,1,1050.75,0,2875,1003,3190.75,,1269,503,2725
01.07.2022,23:30:00,23:45:00,1083.5,4535,974,1089.5,0,2875,1003.75,3200,2,1179.25,41975,273
01.07.2022,23:45:00,00:00:00,1080.25,45175,92075,1082.5,0,2875,1004.75,3157.5,2,1084.25,39725,2715
02.07.2022,00:00:00,00:15:00,1067.25,47225,8455,1203.75,0,2875,1005,3112.25,2,1054.25,3675,2625
02.07.2022,00:15:00,00:30:00,1064.25,4805,7695,1271.25,0,2875,1004.75,3092.25,,1076.5,283,26225
02.07.2022,00:30:00,00:45:00,1061.5,463,71775,1279,0,2875,1004.5,3093,2,1041.75,2255,2625
02.07.2022,00:45:00,01:00:00,1064.25,45175,7175,1258.25,0,29,1004.25,3080.75,,949,23225,2625
02.07.2022,01:00:00,01:15:00,1061.75,4575,7225,1247.5,0,29,1004.5,3092.25,,914.75,28025,2645
02.07.2022,01:15:00,01:30:00,1063.5,457,70575,1276.25,0,29,1004.5,3085.75,,912.75,290,26425
02.07.2022,01:30:00,01:45:00,1061,461,676,1276.25,0,29,1004.75,3083.5,,918.75,249,26425
02.07.2022,01:45:00,02:00:00,1059.25,46175,743,1243.5,0,29,1004.25,3079.5,,912,2465,264
02.07.2022,02:00:00,02:15:00,1055.25,490,78925,1283,0,29,1004.75,3043.5,,828,10425,263
02.07.2022,02:15:00,02:30:00,1053,47575,81375,1258.25,0,29,1004.75,3021.75,,833.5,60,26275
02.07.2022,02:30:00,02:45:00,1052.75,46925,829,1260.25,0,29,1004.75,3000.75,2,827.75,905,26275
02.07.2022,02:45:00,03:00:00,1047.5,458,862,1263,0,29,1004.75,2944,,830,104,26325
02.07.2022,03:00:00,03:15:00,1044.5,4645,8795,1261.25,0,29,1005.5,2923,,784.75,4075,26275
02.07.2022,03:15:00,03:30:00,1043.5,4785,87875,1263.75,0,29,1005.5,2923,,748.75,2325,263
02.07.2022,03:30:00,03:45:00,1046.5,46675,835,1285,0,2925,1005.75,2931,,714.75,3425,26275
02.07.2022,03:45:00,04:00:00,1046,461,8295,1338,0,2925,1006,2928.25,,701.25,3375,2625
02.07.2022,04:00:00,04:15:00,1043.25,451,8745,1320,0,2925,1006.5,2925,2,673,4925,26275
02.07.2022,04:15:00,04:30:00,1044.5,4315,871,1314.25,0,2925,1006.75,2920.25,2,642.5,52,262
02.07.2022,04:30:00,04:45:00,1047,43125,8765,1250.5,0.75,2925,1007.5,2921,,636.75,555,262
02.07.2022,04:45:00,05:00:00,1047,42975,88025,1261.25,3,2925,1007.25,2912.75,2,639,295,26225
02.07.2022,05:00:00,05:15:00,1054.5,42975,88825,1266.25,16.75,2925,1007,2913.75,,647.5,5875,262
02.07.2022,05:15:00,05:30:00,1058.75,427,91225,1232.25,42.25,2925,1007,2919.25,,638.75,3225,26225
02.07.2022,05:30:00,05:45:00,1060.25,42975,92975,1185.25,90,2925,1007,2925.25,,635.25,2625,263
02.07.2022,05:45:00,06:00:00,1063.5,432,9815,1148,184.75,2925,1007.5,2923.5,,632,27,26275
02.07.2022,06:00:00,06:15:00,1080.25,4575,,1129.75,316,29,1007.75,2896.75,,635.25,1025,26175
02.07.2022,06:15:00,06:30:00,1088.5,42775,,1110.25,499.25,29,1008,2898.5,,633,13575,262
02.07.2022,06:30:00,06:45:00,1092.75,42475,,1083.5,743.75,29,1007.5,2896,,631.5,1265,26225
02.07.2022,06:45:00,07:00:00,1094.5,429,,1032.5,1041.5,29,1008,2874.25,2,629.5,675,262
02.07.2022,07:00:00,07:15:00,1100.75,42775,1,971,1409.5,29,1007.5,2894.25,2,626.5,22475,26275
02.07.2022,07:15:00,07:30:00,1101.75,4285,99625,860,1815.25,29,1006.5,2896,,614.5,13125,262
02.07.2022,07:30:00,07:45:00,1104.25,428,923,766.75,2269,2875,1006.5,2903,2,620.75,134,26325
02.07.2022,07:45:00,08:00:00,1105,4255,8695,712,2781.5,2875,1005.75,2887.5,,626.75,142,265
02.07.2022,08:00:00,08:15:00,1100,44825,858,672.75,3294.25,2875,1005.25,2811,,624.25,38675,265
02.07.2022,08:15:00,08:30:00,1102,429,86475,621,3821.5,2875,1004.5,2794.75,,626.5,2305,26625
02.07.2022,08:30:00,08:45:00,1102,42675,855,607.25,4381,285,1004,2795.75,,625.75,6225,26575
02.07.2022,08:45:00,09:00:00,1104,429,8625,643.5,4935.75,285,1004,2756,,622.25,1475,26625
02.07.2022,09:00:00,09:15:00,1092.25,4335,867,731.75,5481.5,285,1003.75,2662.25,1,593.75,4775,266
02.07.2022,09:15:00,09:30:00,1081,434,8955,848.5,6006.5,285,1001.5,2633.5,,587.75,15,266
02.07.2022,09:30:00,09:45:00,1083,43525,912,906,6519.5,2825,994.25,2639,99475,586.25,275,26575
02.07.2022,09:45:00,10:00:00,1085.25,43775,91325,965.5,6991.5,2825,958.5,2613,893,594.75,375,26625
02.07.2022,10:00:00,10:15:00,1073.75,4735,907,1153,7403.75,2825,922,2540.5,851,594.5,8,265
02.07.2022,10:15:00,10:30:00,1072.75,4365,8715,1268.5,7758,2825,886.25,2440,85125,595.75,35,26425
02.07.2022,10:30:00,10:45:00,1074.5,43525,846,1347.5,8085.75,2825,877.5,2335.25,852,586.75,275,26475
02.07.2022,10:45:00,11:00:00,1071.75,43525,855,1378.5,8336.5,2825,877,2275.25,86775,593,5,2645
02.07.2022,11:00:00,11:15:00,1066.25,43725,86225,1521.75,8485.75,2825,877.5,2230.25,9015,579.5,4,2645
02.07.2022,11:15:00,11:30:00,1063.5,43775,85325,1574.25,8581.5,28,877.5,2196.25,9075,573.25,725,26425
02.07.2022,11:30:00,11:45:00,1059,43775,80975,1611.25,8770.25,28,877.25,2105.5,9035,580,3,2645
02.07.2022,11:45:00,12:00:00,1057.75,43725,78525,1616.5,8877.75,28,876.75,2008.25,891,582.25,25,2645
02.07.2022,12:00:00,12:15:00,1047.75,43525,783,1640,9006.5,2775,877.5,1879.25,8825,581.5,5,2625
02.07.2022,12:15:00,12:30:00,1046.75,43475,7545,1596.25,9109.5,2775,877.5,1825.75,8575,581.5,5,2635
02.07.2022,12:30:00,12:45:00,1046,43475,743,1540.75,9167.75,2775,877.25,1802.5,83875,582.75,25,264
02.07.2022,12:45:00,13:00:00,1047.75,43175,74875,1478.5,9232.25,2775,876.25,1788.25,839,580,0,2645
02.07.2022,13:00:00,13:15:00,1046.75,425,7285,1415.25,9228.25,2775,876.75,1784,874,580.5,0,26475
02.07.2022,13:15:00,13:30:00,1049,417,70675,1338.25,9216.25,275,875.25,1789,90125,577,1,2645
02.07.2022,13:30:00,13:45:00,1048,4265,6895,1269.5,9224.75,275,875.5,1798.75,88625,573.75,35,26475
02.07.2022,13:45:00,14:00:00,1047.25,4295,69025,1169,9173.25,275,874.25,1803,86825,572,1375,26475
02.07.2022,14:00:00,14:15:00,1049.75,4505,704,1108.5,9161.25,275,875.25,1851,853,575,1575,26325
02.07.2022,14:15:00,14:30:00,1048,431,704,1083.5,9064,275,876.25,1896.25,83825,574.25,11,26275
02.07.2022,14:30:00,14:45:00,1046,4275,66575,1046.25,8945.75,275,876,1935.25,82375,578,1225,263
02.07.2022,14:45:00,15:00:00,1038.5,427,60975,1000.25,8817.75,275,868.25,1937,81475,580,145,2625
02.07.2022,15:00:00,15:15:00,1037.25,419,57525,806.75,8603.75,275,854.5,1833.25,82725,578.75,11,2615
02.07.2022,15:15:00,15:30:00,1039.25,41775,557,836,8402.75,2725,845.75,1847.75,82975,580.5,11,2625
02.07.2022,15:30:00,15:45:00,1042.25,4255,520,844,8186,2725,851.75,1918.25,8335,586.25,11,263
02.07.2022,15:45:00,16:00:00,1045,4385,49375,822.75,7982.75,2725,865.75,1977.25,82875,586,1075,262
02.07.2022,16:00:00,16:15:00,1049,434,479,730.75,7708.25,2725,869.75,2117.75,820,604,425,26225
02.07.2022,16:15:00,16:30:00,1056,43525,45825,709.75,7406.25,2725,872.75,2276,84025,626.75,825,262
02.07.2022,16:30:00,16:45:00,1055.75,4395,43175,673,7047,2725,874.5,2407,95175,631.75,1075,2615
02.07.2022,16:45:00,17:00:00,1059,43175,4125,674,6661.5,2725,889.5,2499.75,,669.75,105,26175
02.07.2022,17:00:00,17:15:00,1072.5,41275,39575,658,6224,2725,915.25,2632.75,,731.75,575,26225
02.07.2022,17:15:00,17:30:00,1077.75,40975,3565,639,5785,2725,960.25,2764.25,,753.25,3475,26275
02.07.2022,17:30:00,17:45:00,1079.5,4385,31475,621.25,5285.5,2725,988.25,2802.75,1,798.75,555,26325
02.07.2022,17:45:00,18:00:00,1083,43525,28275,595.5,4765.75,2725,995.5,2829.5,,847.5,116,26225
02.07.2022,18:00:00,18:15:00,1103,41225,266,578,4196,2725,992.75,2808.75,1,994.5,118,2625
02.07.2022,18:15:00,18:30:00,1113.75,42375,2565,542,3638.5,2725,994.5,2872.5,,1014,309,26225
02.07.2022,18:30:00,18:45:00,1119.25,460,25225,519.75,3099.75,2725,995.75,2910.75,,1028.25,5675,262
02.07.2022,18:45:00,19:00:00,1124.5,416,24825,493.75,2578.75,2725,995,2909.25,,1021.5,,26275
02.07.2022,19:00:00,19:15:00,1140.75,405,24675,499.25,2066,2725,993,2866,,1111.25,86725,26375
02.07.2022,19:15:00,19:30:00,1146.25,41775,23725,488,1615,275,994,2900.75,2,1146,,265
02.07.2022,19:30:00,19:45:00,1149,4095,22875,499.5,1225,275,994.25,2930.25,,1155,,26375
02.07.2022,19:45:00,20:00:00,1147.5,43975,216,509.75,914.25,275,994.5,2944.5,,1158,,26425
02.07.2022,20:00:00,20:15:00,1149,3965,20875,536,684,275,994,2945.75,,1126.75,,2645
02.07.2022,20:15:00,20:30:00,1146.75,39375,19075,571.75,487,275,994.25,2960.25,2,1131.75,,26425
02.07.2022,20:30:00,20:45:00,1145,396,175,620.5,324,275,993.5,2959,2,1145.75,,264
02.07.2022,20:45:00,21:00:00,1145.75,41625,16925,696,191.75,2775,993.5,2944.75,,1145.5,,2645
02.07.2022,21:00:00,21:15:00,1142,41975,175,804.75,94.25,2775,993.5,2938.5,,1146,,26475
02.07.2022,21:15:00,21:30:00,1142.25,41075,1855,947.25,32,2775,993.5,2926.5,,1145,,266
02.07.2022,21:30:00,21:45:00,1142,40775,195,1085.5,6.25,28,993.75,2916.25,,1149,,26675
02.07.2022,21:45:00,22:00:00,1142,39875,206,1197,1,28,994,2919,2,1149.25,,2675
02.07.2022,22:00:00,22:15:00,1132,44075,2225,1324,0.25,28,994.5,2919.5,,1122.25,,2665
02.07.2022,22:15:00,22:30:00,1128,44725,24125,1501.5,0,2825,994.5,2917.5,2,1154.5,,267
02.07.2022,22:30:00,22:45:00,1126.25,431,26125,1669,0,2825,993.75,2921.5,,1142.75,,267
02.07.2022,22:45:00,23:00:00,1120.5,387,278,1828.75,0,2825,994.25,2911.75,,1104,,267
02.07.2022,23:00:00,23:15:00,1108.75,43375,30375,1984.75,0,2825,995,2921.5,,1040,1,26575
02.07.2022,23:15:00,23:30:00,1099,41225,32425,2110.5,0,2825,994,2910.5,,1111.5,88675,266
02.07.2022,23:30:00,23:45:00,1096.5,3885,36375,2218.25,0,285,995.25,2906.5,,1025.25,60825,2665
02.07.2022,23:45:00,00:00:00,1094.5,428,37475,2311.25,0,285,994.5,2899.5,,967.75,347,2665
03.07.2022,00:00:00,00:15:00,1079.25,43075,393,2393.5,0,285,995.25,2939,,820,42825,266
03.07.2022,00:15:00,00:30:00,1076.75,382,39725,2449.5,0,285,996.75,2914.5,,810.5,35325,2655
03.07.2022,00:30:00,00:45:00,1078,375,3925,2514.25,0,285,997.25,2914.25,2,787.25,2125,265
03.07.2022,00:45:00,01:00:00,1077.75,3625,393,2540.75,0,285,996.75,2900.5,,783.25,14775,2645
03.07.2022,01:00:00,01:15:00,1071,403,38725,2551.75,0,285,998.5,2853.75,,792,6375,26325
03.07.2022,01:15:00,01:30:00,1068.75,36625,376,2566,0,285,998.25,2843.25,1,777,4025,264
03.07.2022,01:30:00,01:45:00,1066.5,362,38675,2564.75,0,285,997.5,2840.25,,775,305,2635
03.07.2022,01:45:00,02:00:00,1066.75,36075,4235,2568,0,285,997,2836.5,,778.25,28,26375
03.07.2022,02:00:00,02:15:00,1058.75,374,4625,2528,0,285,998.25,2834.75,,755.75,345,262
03.07.2022,02:15:00,02:30:00,1057.25,39725,457,2482,0,285,999,2865.25,,728.25,4675,26275
03.07.2022,02:30:00,02:45:00,1058,3645,4495,2412.75,0,285,999,2869.5,,727.5,175,26325
03.07.2022,02:45:00,03:00:00,1055.25,3595,4755,2331.5,0,285,997.75,2855.75,1,725.75,1175,263
03.07.2022,03:00:00,03:15:00,1051.25,365,477,2273.25,0,285,999.25,2882.25,,693.5,1975,26375
03.07.2022,03:15:00,03:30:00,1049.25,360,45725,2237,0,285,999.5,2900.25,1,694.25,22,263
03.07.2022,03:30:00,03:45:00,1050.5,362,46875,2194.5,0,285,1000.25,2907,1,696,335,26275
03.07.2022,03:45:00,04:00:00,1049.5,3765,455,2159.5,0,285,1000.5,2901.75,,696.25,195,26375
03.07.2022,04:00:00,04:15:00,1050,38175,4315,2063,0,285,1000.75,2909.25,96925,697.5,31,264
03.07.2022,04:15:00,04:30:00,1054.5,392,41775,2018.5,0,2825,1000.75,2904,93525,697.25,385,26375
03.07.2022,04:30:00,04:45:00,1058,40475,38725,2009.25,0.5,2825,1000,2907.5,90925,699.5,50,26275
03.07.2022,04:45:00,05:00:00,1060.75,39475,3605,1958.5,2.25,2825,999.75,2890.25,8955,706.25,9725,263
03.07.2022,05:00:00,05:15:00,1070,368,33725,1914.75,15.5,2825,1001,2891.5,8585,695,8825,263
03.07.2022,05:15:00,05:30:00,1071.5,35825,31975,1884.5,42.25,2825,1000.5,2897.75,852,691.5,6825,26325
03.07.2022,05:30:00,05:45:00,1072.5,36575,305,1844.5,89.75,2825,1000,2898.5,839,689.75,4925,26275
03.07.2022,05:45:00,06:00:00,1075.25,354,29425,1783.75,183.5,2825,1000.25,2901.25,82075,688.25,255,2625
03.07.2022,06:00:00,06:15:00,1085.5,35675,28725,1749.75,313,2825,1000,2920,81325,711,3175,263
03.07.2022,06:15:00,06:30:00,1087,3545,276,1668.75,492,2825,1000.75,2918,79975,710.25,525,26275
03.07.2022,06:30:00,06:45:00,1087.5,35725,259,1621.25,728.75,2825,1000.5,2923.25,80125,708.75,15,26275
03.07.2022,06:45:00,07:00:00,1089.25,3595,235,1522,1025,28,1001,2920.25,79925,701.5,1425,263
03.07.2022,07:00:00,07:15:00,1088.75,38575,23175,1352.5,1400,28,1000.5,2921.75,8325,713.5,7375,263
03.07.2022,07:15:00,07:30:00,1090.5,38175,2145,1203.25,1815.75,28,1001.25,2918.5,81625,697.5,1105,2635
03.07.2022,07:30:00,07:45:00,1091.25,37575,2045,1003.75,2271,2775,1001,2919.5,7915,700.25,1205,2625
03.07.2022,07:45:00,08:00:00,1093,38625,1875,832.25,2770.75,275,1000.75,2919.25,756,695.75,78,263
03.07.2022,08:00:00,08:15:00,1090.25,39175,19175,757.5,3320.75,275,1000.5,2892,7225,743,19775,26275
03.07.2022,08:15:00,08:30:00,1090.75,39625,18475,673.75,3872.25,2725,1000.25,2891.5,713,712.5,13825,263
03.07.2022,08:30:00,08:45:00,1090,38525,174,609.5,4393.25,2725,999.75,2891.75,707,714,7775,263
03.07.2022,08:45:00,09:00:00,1088.75,3725,160,628.5,4929.5,2725,998.5,2882.25,68325,718.25,10,2625
03.07.2022,09:00:00,09:15:00,1081.25,418,165,646.25,5464.5,27,997.75,2855.25,71525,725,1085,26275
03.07.2022,09:15:00,09:30:00,1079.75,385,16375,684.75,5951.25,27,988.75,2840.25,682,703.75,20,264
03.07.2022,09:30:00,09:45:00,1081.5,385,173,706.25,6432.5,27,952,2834.5,619,727,525,26425
03.07.2022,09:45:00,10:00:00,1084,4035,176,722.75,6865.75,27,913,2762,59825,709.25,3,26325
03.07.2022,10:00:00,10:15:00,1075.25,41025,163,759.75,7281.75,2675,878.75,2698.75,5915,670.5,5,263
